alert_id,user_id,amount,segment,country,channel,timestamp_utc,time_gap,num_transactions,typology,source_system,alert_risk_band
ALT92822,USR46955,308.66,corporate,US,bank_transfer,2026-02-11T15:45:46Z,86400.0,1,flow_through,NICE,LOW
ALT18965,USR97068,1253.12,corporate,US,bank_transfer,2026-02-27T10:50:46Z,86400.0,1,bank_alert,NICE,LOW
ALT60141,USR19463,919.0,private_banking,US,bank_transfer,2026-02-28T03:18:46Z,86400.0,1,burst_activity,Actimize,LOW
ALT11354,USR15428,16626.815652344467,corporate,US,bank_transfer,2026-02-09T03:38:46Z,86400.0,1,burst_activity,NICE,HIGH
ALT67225,USR89807,145.66,smb,US,bank_transfer,2026-02-12T12:48:46Z,86400.0,1,high_amount_outlier,FICO,LOW
ALT99240,USR66839,909.01,smb,US,bank_transfer,2026-03-03T04:13:46Z,86400.0,1,flow_through,Actimize,LOW
ALT6204,USR45038,129.59,private_banking,US,bank_transfer,2026-02-22T13:32:46Z,86400.0,1,smurfing,FICO,LOW
ALT66000,USR46955,612.97,private_banking,US,bank_transfer,2026-02-10T23:39:46Z,86400.0,1,smurfing,FICO,LOW
ALT94605,USR12992,651.55,retail,US,bank_transfer,2026-03-09T02:21:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT84870,USR43714,3894.5,private_banking,US,bank_transfer,2026-02-15T07:04:46Z,86400.0,1,smurfing,Oracle FCC,LOW
ALT39855,USR77394,558.64,retail,US,bank_transfer,2026-02-07T11:10:46Z,86400.0,1,high_risk_country,SAS,LOW
ALT11288,USR64385,823.05,private_banking,US,bank_transfer,2026-03-07T01:40:46Z,86400.0,1,bank_alert,SAS,LOW
ALT92465,USR83272,575.09,corporate,US,bank_transfer,2026-02-07T20:13:46Z,86400.0,1,structuring,FICO,LOW
ALT92210,USR11452,134.08,corporate,US,bank_transfer,2026-02-23T22:42:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT58318,USR33019,412.34,corporate,US,bank_transfer,2026-03-09T03:18:46Z,86400.0,1,sanctions,NICE,MEDIUM
ALT97909,USR43301,618.37,corporate,US,bank_transfer,2026-02-24T16:18:46Z,86400.0,1,structuring,NICE,LOW
ALT1457,USR83266,1225.05,smb,US,bank_transfer,2026-02-24T21:13:46Z,86400.0,1,rapid_velocity,SAS,MEDIUM
ALT62043,USR97561,27669.52717661961,private_banking,US,bank_transfer,2026-02-18T23:46:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT4815,USR63675,771.32,corporate,US,bank_transfer,2026-02-11T03:39:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT93632,USR18946,751.25,corporate,US,bank_transfer,2026-02-24T12:37:46Z,86400.0,1,cross_border,FICO,LOW
ALT68360,USR16068,82.99,smb,US,bank_transfer,2026-03-06T06:20:46Z,86400.0,1,flow_through,FICO,LOW
ALT91428,USR37045,2464.15,retail,US,bank_transfer,2026-02-10T01:52:46Z,86400.0,1,flow_through,Actimize,LOW
ALT56703,USR92251,386.12,corporate,US,bank_transfer,2026-03-05T18:09:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT9242,USR80489,3363.32,smb,US,bank_transfer,2026-02-19T19:07:46Z,86400.0,1,cross_border,Oracle FCC,LOW
ALT3626,USR64385,7900.33,corporate,US,bank_transfer,2026-02-23T10:20:46Z,86400.0,1,bank_alert,FICO,LOW
ALT34221,USR76113,827.27,smb,US,bank_transfer,2026-02-12T07:22:46Z,86400.0,1,bank_alert,FICO,LOW
ALT74601,USR23955,236.28,private_banking,US,bank_transfer,2026-02-25T23:58:46Z,86400.0,1,high_amount_outlier,FICO,LOW
ALT15952,USR46293,1069.51,corporate,US,bank_transfer,2026-02-12T19:34:46Z,86400.0,1,smurfing,Actimize,LOW
ALT85361,USR70515,1850.21,smb,US,bank_transfer,2026-02-15T12:58:46Z,86400.0,1,high_risk_country,NICE,LOW
ALT24708,USR27711,683.15,corporate,US,bank_transfer,2026-02-28T23:50:46Z,86400.0,1,low_buyer_diversity,NICE,LOW
ALT50144,USR37079,470.57,corporate,US,bank_transfer,2026-02-08T20:39:46Z,86400.0,1,structuring,Oracle FCC,LOW
ALT21104,USR65456,2553.7,corporate,US,bank_transfer,2026-02-20T18:15:46Z,86400.0,1,high_risk_country,Oracle FCC,LOW
ALT47109,USR43301,2313.15,corporate,US,bank_transfer,2026-02-25T04:22:46Z,86400.0,1,structuring,FICO,MEDIUM
ALT45764,USR24547,652.34,private_banking,US,bank_transfer,2026-02-11T07:20:46Z,86400.0,1,structuring,Oracle FCC,MEDIUM
ALT1541,USR66839,91.73,smb,US,bank_transfer,2026-02-16T04:30:46Z,86400.0,1,sanctions,FICO,LOW
ALT57212,USR85828,2174.53,smb,US,bank_transfer,2026-02-17T15:36:46Z,86400.0,1,dormant,NICE,LOW
ALT78877,USR9417,346.89,smb,US,bank_transfer,2026-02-27T06:05:46Z,86400.0,1,structuring,NICE,LOW
ALT93690,USR52647,1512.49,corporate,US,bank_transfer,2026-03-08T15:30:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT33740,USR19990,1375.72,private_banking,AE,bank_transfer,2026-03-04T10:22:46Z,86400.0,1,high_risk_country,NICE,HIGH
ALT88177,USR56449,28810.90141680992,corporate,US,bank_transfer,2026-02-13T00:54:46Z,86400.0,1,sanctions,Actimize,CRITICAL
ALT87996,USR97068,1238.46,retail,US,bank_transfer,2026-02-07T21:21:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT98848,USR79683,2372.74,private_banking,US,bank_transfer,2026-02-08T21:39:46Z,86400.0,1,sanctions,FICO,HIGH
ALT37932,USR45045,18264.566275848956,private_banking,US,bank_transfer,2026-02-25T05:11:46Z,86400.0,1,structuring,FICO,HIGH
ALT85237,USR13979,1307.73,smb,US,bank_transfer,2026-02-12T00:47:46Z,86400.0,1,cross_border,NICE,LOW
ALT56942,USR9213,56.5,retail,US,bank_transfer,2026-02-14T06:48:46Z,86400.0,1,rapid_velocity,FICO,HIGH
ALT6768,USR85858,7447.41,smb,US,bank_transfer,2026-03-04T18:24:46Z,86400.0,1,cross_border,FICO,LOW
ALT27763,USR37079,2031.51,private_banking,US,bank_transfer,2026-03-05T13:28:46Z,86400.0,1,burst_activity,Oracle FCC,MEDIUM
ALT67532,USR19463,27667.699291438534,corporate,CY,bank_transfer,2026-03-04T12:23:46Z,86400.0,1,cross_border,SAS,HIGH
ALT16898,USR18946,336.42,retail,US,bank_transfer,2026-02-14T22:55:46Z,86400.0,1,high_amount_outlier,FICO,LOW
ALT44038,USR78691,1551.28,retail,US,bank_transfer,2026-02-25T22:27:46Z,86400.0,1,bank_alert,FICO,LOW
ALT77715,USR73574,3040.19,private_banking,US,bank_transfer,2026-02-25T16:02:46Z,86400.0,1,burst_activity,FICO,LOW
ALT15826,USR71747,527.45,smb,US,bank_transfer,2026-02-12T21:39:46Z,86400.0,1,cross_border,Oracle FCC,LOW
ALT50161,USR85507,3783.06,corporate,US,bank_transfer,2026-02-23T22:49:46Z,86400.0,1,sanctions,Oracle FCC,MEDIUM
ALT22270,USR82275,13581.45496637872,smb,CY,bank_transfer,2026-02-23T02:28:46Z,86400.0,1,cross_border,FICO,CRITICAL
ALT54111,USR79567,229.59,retail,US,bank_transfer,2026-02-19T05:31:46Z,86400.0,1,bank_alert,FICO,LOW
ALT24830,USR27711,49.57,smb,US,bank_transfer,2026-03-01T21:28:46Z,86400.0,1,flow_through,FICO,LOW
ALT96575,USR54656,285.4,corporate,US,bank_transfer,2026-02-27T16:10:46Z,86400.0,1,cross_border,Actimize,MEDIUM
ALT8593,USR67791,17535.170573936153,smb,US,bank_transfer,2026-02-23T07:47:46Z,86400.0,1,structuring,FICO,HIGH
ALT96393,USR43887,24021.47,corporate,US,bank_transfer,2026-03-01T02:50:46Z,86400.0,1,high_amount_outlier,SAS,LOW
ALT79394,USR19463,24753.240393480894,smb,US,bank_transfer,2026-03-02T05:43:46Z,86400.0,1,structuring,Actimize,HIGH
ALT85707,USR28832,420.88,smb,CY,bank_transfer,2026-02-24T08:28:46Z,86400.0,1,cross_border,Actimize,HIGH
ALT85298,USR44568,786.46,smb,US,bank_transfer,2026-02-15T09:00:46Z,86400.0,1,rapid_velocity,FICO,LOW
ALT19573,USR82275,2230.56,smb,US,bank_transfer,2026-03-02T02:20:46Z,86400.0,1,low_buyer_diversity,Actimize,MEDIUM
ALT93177,USR37045,105.16,smb,US,bank_transfer,2026-02-28T20:57:46Z,86400.0,1,bank_alert,NICE,LOW
ALT59832,USR24547,464.63,corporate,US,bank_transfer,2026-03-08T20:20:46Z,86400.0,1,sanctions,FICO,LOW
ALT96252,USR50560,9436.49,smb,US,bank_transfer,2026-02-11T20:07:46Z,86400.0,1,burst_activity,SAS,MEDIUM
ALT87935,USR13975,228.48,corporate,US,bank_transfer,2026-02-19T22:09:46Z,86400.0,1,burst_activity,NICE,LOW
ALT58380,USR56449,356.55,smb,US,bank_transfer,2026-03-07T01:43:46Z,86400.0,1,smurfing,FICO,LOW
ALT38071,USR12992,1118.55,smb,US,bank_transfer,2026-02-22T18:46:46Z,86400.0,1,structuring,NICE,LOW
ALT12611,USR78072,1676.92,private_banking,US,bank_transfer,2026-03-07T14:58:46Z,86400.0,1,flow_through,NICE,LOW
ALT11009,USR27675,429.45,private_banking,US,bank_transfer,2026-02-07T17:15:46Z,86400.0,1,rapid_velocity,Actimize,LOW
ALT39580,USR32582,1230.83,smb,US,bank_transfer,2026-02-08T09:36:46Z,86400.0,1,dormant,SAS,LOW
ALT81284,USR9417,2729.6,smb,US,bank_transfer,2026-03-03T05:25:46Z,86400.0,1,structuring,FICO,LOW
ALT51028,USR45891,20788.97,corporate,US,bank_transfer,2026-02-18T02:21:46Z,86400.0,1,burst_activity,Oracle FCC,LOW
ALT48694,USR36663,907.45,retail,US,bank_transfer,2026-02-22T22:50:46Z,86400.0,1,dormant,Actimize,LOW
ALT25200,USR78035,1030.76,smb,US,bank_transfer,2026-02-20T04:27:46Z,86400.0,1,high_risk_country,Actimize,MEDIUM
ALT56874,USR66980,10841.95,corporate,US,bank_transfer,2026-02-19T14:00:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT64168,USR83973,481.18,corporate,US,bank_transfer,2026-03-07T12:42:46Z,86400.0,1,structuring,Oracle FCC,LOW
ALT98231,USR16068,150.43,retail,US,bank_transfer,2026-02-10T04:00:46Z,86400.0,1,dormant,Actimize,LOW
ALT73211,USR78155,1596.19,retail,US,bank_transfer,2026-03-02T12:16:46Z,86400.0,1,structuring,FICO,LOW
ALT61113,USR36663,5509.68,smb,US,bank_transfer,2026-03-06T00:50:46Z,86400.0,1,structuring,NICE,LOW
ALT91096,USR8594,1884.79,retail,US,bank_transfer,2026-02-27T01:37:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT43072,USR92251,948.12,corporate,US,bank_transfer,2026-02-19T04:41:46Z,86400.0,1,low_buyer_diversity,SAS,LOW
ALT93559,USR65456,124.89,private_banking,US,bank_transfer,2026-02-12T03:29:46Z,86400.0,1,dormant,SAS,LOW
ALT37628,USR22723,1004.7,smb,US,bank_transfer,2026-02-27T19:44:46Z,86400.0,1,low_buyer_diversity,NICE,LOW
ALT13650,USR47109,32777.68696820323,smb,US,bank_transfer,2026-02-21T09:49:46Z,86400.0,1,high_amount_outlier,SAS,HIGH
ALT42343,USR43714,172.23,retail,US,bank_transfer,2026-02-11T19:49:46Z,86400.0,1,cross_border,FICO,LOW
ALT13747,USR38747,759.67,retail,US,bank_transfer,2026-02-18T03:13:46Z,86400.0,1,flow_through,SAS,MEDIUM
ALT12721,USR56873,613.25,corporate,US,bank_transfer,2026-03-08T04:35:46Z,86400.0,1,structuring,NICE,MEDIUM
ALT88238,USR8594,385.08,smb,US,bank_transfer,2026-02-15T07:21:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT79679,USR47156,1590.63,corporate,US,bank_transfer,2026-02-12T16:45:46Z,86400.0,1,structuring,SAS,MEDIUM
ALT22899,USR74475,2132.3,corporate,US,bank_transfer,2026-02-27T19:18:46Z,86400.0,1,burst_activity,SAS,LOW
ALT83933,USR89311,12871.042601113968,private_banking,CY,bank_transfer,2026-02-13T07:57:46Z,86400.0,1,cross_border,Oracle FCC,HIGH
ALT7821,USR55564,253.35,retail,US,bank_transfer,2026-03-06T22:37:46Z,86400.0,1,dormant,Oracle FCC,LOW
ALT29155,USR43887,92.85,corporate,US,bank_transfer,2026-03-05T02:45:46Z,86400.0,1,dormant,FICO,HIGH
ALT70903,USR7634,1625.52,private_banking,US,bank_transfer,2026-03-08T20:25:46Z,86400.0,1,high_amount_outlier,Actimize,LOW
ALT31075,USR19463,513.43,smb,US,bank_transfer,2026-03-06T17:20:46Z,86400.0,1,burst_activity,NICE,LOW
ALT73319,USR77394,17282.83,retail,US,bank_transfer,2026-02-14T15:47:46Z,86400.0,1,bank_alert,FICO,MEDIUM
ALT87558,USR90552,18522.93,smb,US,bank_transfer,2026-02-13T17:01:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT7540,USR78605,21721.0,private_banking,US,bank_transfer,2026-02-17T14:59:46Z,86400.0,1,flow_through,SAS,LOW
ALT3373,USR92675,267.69,private_banking,US,bank_transfer,2026-02-21T10:32:46Z,86400.0,1,bank_alert,Oracle FCC,LOW
ALT94059,USR71747,2576.16,smb,US,bank_transfer,2026-03-05T17:52:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,LOW
ALT52524,USR13975,4049.82,retail,US,bank_transfer,2026-03-01T08:23:46Z,86400.0,1,high_amount_outlier,SAS,MEDIUM
ALT51140,USR38747,3420.46,smb,US,bank_transfer,2026-02-26T16:16:46Z,86400.0,1,structuring,NICE,LOW
ALT46903,USR9722,644.45,retail,US,bank_transfer,2026-03-05T16:42:46Z,86400.0,1,dormant,SAS,CRITICAL
ALT43927,USR4380,7470.73,corporate,US,bank_transfer,2026-02-26T17:19:46Z,86400.0,1,low_buyer_diversity,SAS,LOW
ALT69321,USR50034,1097.41,private_banking,US,bank_transfer,2026-02-18T17:12:46Z,86400.0,1,high_risk_country,SAS,LOW
ALT58394,USR75989,1328.97,retail,US,bank_transfer,2026-02-19T17:38:46Z,86400.0,1,sanctions,NICE,LOW
ALT17175,USR83973,109.21,corporate,US,bank_transfer,2026-02-22T20:32:46Z,86400.0,1,cross_border,SAS,MEDIUM
ALT63036,USR66839,2884.62,private_banking,US,bank_transfer,2026-02-10T00:11:46Z,86400.0,1,burst_activity,NICE,MEDIUM
ALT67164,USR44340,742.02,corporate,US,bank_transfer,2026-03-01T14:19:46Z,86400.0,1,dormant,FICO,HIGH
ALT12246,USR69736,21384.853641103407,private_banking,US,bank_transfer,2026-02-26T22:16:46Z,86400.0,1,high_amount_outlier,NICE,CRITICAL
ALT38296,USR78035,1560.36,retail,US,bank_transfer,2026-03-01T06:42:46Z,86400.0,1,structuring,Oracle FCC,MEDIUM
ALT79259,USR18254,1438.57,corporate,US,bank_transfer,2026-02-23T08:43:46Z,86400.0,1,flow_through,Actimize,MEDIUM
ALT62252,USR37045,1023.96,retail,US,bank_transfer,2026-03-02T20:00:46Z,86400.0,1,high_amount_outlier,Oracle FCC,LOW
ALT14500,USR35452,3568.5,private_banking,US,bank_transfer,2026-03-07T20:06:46Z,86400.0,1,cross_border,Actimize,LOW
ALT4969,USR41084,813.76,smb,US,bank_transfer,2026-02-24T10:38:46Z,86400.0,1,sanctions,FICO,HIGH
ALT58539,USR63675,123.62,retail,US,bank_transfer,2026-02-20T16:14:46Z,86400.0,1,cross_border,SAS,LOW
ALT46710,USR6381,2574.56,corporate,US,bank_transfer,2026-02-10T11:36:46Z,86400.0,1,smurfing,NICE,MEDIUM
ALT96143,USR74475,325.87,corporate,US,bank_transfer,2026-03-02T16:55:46Z,86400.0,1,high_risk_country,NICE,MEDIUM
ALT52702,USR36663,150.45,smb,US,bank_transfer,2026-03-06T11:08:46Z,86400.0,1,dormant,Oracle FCC,LOW
ALT93216,USR55564,236.66,smb,US,bank_transfer,2026-02-28T07:54:46Z,86400.0,1,bank_alert,FICO,MEDIUM
ALT22218,USR69736,1677.4,retail,US,bank_transfer,2026-03-05T07:29:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT45285,USR80475,948.82,private_banking,US,bank_transfer,2026-03-05T04:20:46Z,86400.0,1,bank_alert,SAS,LOW
ALT14822,USR77394,44.74,retail,US,bank_transfer,2026-03-03T06:54:46Z,86400.0,1,high_amount_outlier,SAS,LOW
ALT57848,USR80475,616.78,private_banking,US,bank_transfer,2026-02-22T10:21:46Z,86400.0,1,structuring,SAS,MEDIUM
ALT19658,USR9722,6335.01,corporate,US,bank_transfer,2026-02-10T08:11:46Z,86400.0,1,sanctions,FICO,LOW
ALT49733,USR13979,557.27,corporate,US,bank_transfer,2026-02-07T10:37:46Z,86400.0,1,sanctions,NICE,MEDIUM
ALT35069,USR45038,855.58,corporate,US,bank_transfer,2026-02-13T11:26:46Z,86400.0,1,burst_activity,Oracle FCC,MEDIUM
ALT19387,USR6381,5242.15,private_banking,US,bank_transfer,2026-02-20T06:37:46Z,86400.0,1,flow_through,SAS,LOW
ALT10584,USR85507,3616.4,retail,US,bank_transfer,2026-03-01T15:40:46Z,86400.0,1,high_amount_outlier,SAS,MEDIUM
ALT51692,USR43301,5077.77,private_banking,US,bank_transfer,2026-02-21T00:27:46Z,86400.0,1,cross_border,Oracle FCC,HIGH
ALT94783,USR85858,17.14,retail,US,bank_transfer,2026-02-08T00:56:46Z,86400.0,1,flow_through,FICO,MEDIUM
ALT20675,USR83225,20010.188862356044,private_banking,US,bank_transfer,2026-02-13T15:43:46Z,86400.0,1,sanctions,SAS,HIGH
ALT41094,USR40241,2848.65,smb,US,bank_transfer,2026-03-08T17:19:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT23235,USR54542,44011.87,private_banking,US,bank_transfer,2026-03-08T23:39:46Z,86400.0,1,bank_alert,FICO,LOW
ALT81087,USR66484,339.17,retail,US,bank_transfer,2026-02-18T15:49:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT42074,USR75989,77.85,smb,US,bank_transfer,2026-03-03T11:52:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,MEDIUM
ALT97466,USR37079,1108.57,corporate,US,bank_transfer,2026-02-28T22:11:46Z,86400.0,1,high_amount_outlier,Oracle FCC,HIGH
ALT25271,USR16068,725.56,private_banking,US,bank_transfer,2026-03-07T06:47:46Z,86400.0,1,structuring,FICO,LOW
ALT8992,USR96750,29142.22909581467,retail,US,bank_transfer,2026-03-05T23:20:46Z,86400.0,1,flow_through,NICE,HIGH
ALT58668,USR32582,5499.39,retail,US,bank_transfer,2026-02-26T04:58:46Z,86400.0,1,bank_alert,Oracle FCC,LOW
ALT65514,USR6381,13613.514224793233,corporate,AE,bank_transfer,2026-02-19T04:25:46Z,86400.0,1,high_risk_country,SAS,HIGH
ALT99082,USR23955,764.28,retail,US,bank_transfer,2026-02-26T03:28:46Z,86400.0,1,rapid_velocity,Actimize,LOW
ALT87268,USR84168,29506.761524243622,private_banking,US,bank_transfer,2026-02-16T22:03:46Z,86400.0,1,rapid_velocity,SAS,HIGH
ALT88531,USR75989,746.58,retail,US,bank_transfer,2026-02-17T18:54:46Z,86400.0,1,rapid_velocity,NICE,HIGH
ALT63788,USR68647,658.54,private_banking,US,bank_transfer,2026-02-25T14:34:46Z,86400.0,1,cross_border,FICO,MEDIUM
ALT36621,USR76783,5196.3,corporate,US,bank_transfer,2026-02-24T11:41:46Z,86400.0,1,high_amount_outlier,Actimize,LOW
ALT43473,USR40241,7256.6,private_banking,US,bank_transfer,2026-02-24T18:35:46Z,86400.0,1,dormant,FICO,MEDIUM
ALT14240,USR13979,5574.45,retail,US,bank_transfer,2026-02-18T21:14:46Z,86400.0,1,high_risk_country,Actimize,MEDIUM
ALT43676,USR96750,852.06,smb,US,bank_transfer,2026-02-19T14:51:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT37079,USR46955,44.27,smb,US,bank_transfer,2026-02-07T15:37:46Z,86400.0,1,cross_border,FICO,LOW
ALT4553,USR68304,878.04,retail,US,bank_transfer,2026-02-25T09:33:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT21242,USR76113,351.79,retail,US,bank_transfer,2026-02-24T14:50:46Z,86400.0,1,high_amount_outlier,FICO,LOW
ALT53924,USR85828,902.72,smb,US,bank_transfer,2026-03-07T09:45:46Z,86400.0,1,cross_border,FICO,MEDIUM
ALT37564,USR71747,400.76,corporate,US,bank_transfer,2026-02-22T11:21:46Z,86400.0,1,burst_activity,NICE,LOW
ALT99359,USR82762,1063.04,corporate,US,bank_transfer,2026-02-21T08:59:46Z,86400.0,1,structuring,NICE,LOW
ALT48373,USR89311,230.69,retail,US,bank_transfer,2026-02-09T09:00:46Z,86400.0,1,cross_border,Oracle FCC,LOW
ALT95911,USR80489,160.6,retail,US,bank_transfer,2026-02-13T05:56:46Z,86400.0,1,structuring,SAS,LOW
ALT66409,USR19463,6863.94,corporate,US,bank_transfer,2026-02-17T11:40:46Z,86400.0,1,flow_through,FICO,MEDIUM
ALT4999,USR65456,256.09,smb,US,bank_transfer,2026-02-18T15:52:46Z,86400.0,1,bank_alert,SAS,LOW
ALT21140,USR85858,1097.18,private_banking,US,bank_transfer,2026-02-18T05:25:46Z,86400.0,1,rapid_velocity,FICO,LOW
ALT70873,USR27711,4590.63,smb,US,bank_transfer,2026-02-19T04:02:46Z,86400.0,1,high_risk_country,Actimize,MEDIUM
ALT54966,USR50034,4321.93,smb,US,bank_transfer,2026-03-02T09:54:46Z,86400.0,1,flow_through,FICO,LOW
ALT30874,USR78691,3612.92,retail,US,bank_transfer,2026-02-11T06:40:46Z,86400.0,1,structuring,Actimize,MEDIUM
ALT52685,USR47109,1727.27,smb,US,bank_transfer,2026-02-17T07:30:46Z,86400.0,1,sanctions,FICO,LOW
