alert_id,user_id,amount,segment,country,typology,source_system,timestamp,channel,time_gap,num_transactions
ALT000038,USR00029,2591.114893900981,retail,US,flow_through,core_bank,2026-02-26 19:26:22+00:00,bank_transfer,73530.94977832638,5
ALT000039,USR00062,2632.0513030848633,retail,GB,flow_through,core_bank,2026-02-12 03:04:09+00:00,bank_transfer,55152.06141164297,11
ALT000040,USR00051,11505.641828414115,corporate,GB,sanctions,core_bank,2026-02-28 18:46:43+00:00,bank_transfer,10797.456504653193,6
ALT000041,USR00090,12622.726657582241,corporate,IR,high_amount_outlier,core_bank,2026-02-28 03:35:08+00:00,bank_transfer,50949.0137973499,2
ALT000042,USR00025,10333.582095889822,corporate,US,structuring,core_bank,2026-02-11 19:41:20+00:00,bank_transfer,59372.89703557914,2
ALT000043,USR00099,3085.5657062683968,retail,AE,sanctions,core_bank,2026-03-04 00:16:49+00:00,bank_transfer,1359.2612550087044,11
ALT000044,USR00093,7571.612404824832,private_banking,RU,sanctions,core_bank,2026-02-21 18:16:13+00:00,bank_transfer,39416.776514574376,2
ALT000045,USR00018,6745.870434324318,corporate,AE,flow_through,core_bank,2026-03-04 21:26:50+00:00,bank_transfer,71366.89791400325,11
ALT000046,USR00016,7470.286245442284,retail,RU,flow_through,core_bank,2026-02-10 12:51:04+00:00,bank_transfer,25730.41208212614,4
ALT000047,USR00053,14348.903081438586,private_banking,IR,sanctions,core_bank,2026-02-14 16:05:52+00:00,bank_transfer,39780.98984285525,2
ALT000048,USR00004,7507.03266454207,private_banking,DE,high_amount_outlier,core_bank,2026-02-24 02:33:45+00:00,bank_transfer,38383.24634054561,4
ALT000049,USR00029,11836.148537427065,corporate,IR,structuring,core_bank,2026-02-14 22:24:40+00:00,bank_transfer,26295.948403198527,7
ALT000050,USR00043,6422.604947749859,retail,DE,flow_through,core_bank,2026-02-19 04:23:21+00:00,bank_transfer,79377.84720388922,5
ALT000051,USR00096,8015.39541892898,corporate,UNKNOWN,sanctions,core_bank,2026-03-01 02:31:13+00:00,bank_transfer,67569.41645065352,9
ALT000052,USR00099,11285.660604717792,corporate,AE,sanctions,core_bank,2026-02-13 14:56:47+00:00,bank_transfer,9821.662186765114,7
ALT000053,USR00015,1398.0646692718103,retail,IR,high_amount_outlier,core_bank,2026-03-01 14:50:07+00:00,bank_transfer,86144.68403981504,5
ALT000054,USR00089,4360.442332662681,corporate,UNKNOWN,high_amount_outlier,core_bank,2026-02-12 09:20:21+00:00,bank_transfer,75999.12209289687,7
ALT000055,USR00009,3750.435875615014,private_banking,IR,cross_border,core_bank,2026-02-14 13:01:20+00:00,bank_transfer,24744.516500093756,11
ALT000056,USR00074,3168.8440638929997,retail,IR,structuring,core_bank,2026-02-26 21:59:35+00:00,bank_transfer,72356.79550880678,5
ALT000057,USR00084,4558.996209466039,private_banking,AE,cross_border,core_bank,2026-03-05 02:11:49+00:00,bank_transfer,9462.721694126065,2
ALT000058,USR00089,26767.434880157933,retail,US,high_amount_outlier,core_bank,2026-02-14 09:42:57+00:00,bank_transfer,86322.91729383195,5
ALT000059,USR00022,2525.435707646155,private_banking,AE,cross_border,core_bank,2026-02-18 06:53:02+00:00,bank_transfer,57615.455778772826,10
ALT000060,USR00089,15808.109622597463,corporate,GB,structuring,core_bank,2026-03-09 00:58:32+00:00,bank_transfer,56275.76383961242,3
ALT000061,USR00011,1115.580558196399,retail,UNKNOWN,sanctions,core_bank,2026-03-10 23:27:41+00:00,bank_transfer,8086.94659333383,11
ALT000062,USR00051,4294.605460506598,private_banking,GB,high_amount_outlier,core_bank,2026-02-26 17:15:11+00:00,bank_transfer,77534.57564499944,7
ALT000063,USR00046,7063.903385069736,retail,GB,sanctions,core_bank,2026-02-22 16:45:23+00:00,bank_transfer,2796.8572259048174,7
ALT000064,USR00031,10788.352202660273,corporate,GB,flow_through,core_bank,2026-02-19 16:38:07+00:00,bank_transfer,21035.295797342762,4
ALT000065,USR00002,12224.856545965271,retail,RU,flow_through,core_bank,2026-02-27 15:51:16+00:00,bank_transfer,12614.183451847273,11
ALT000066,USR00077,13271.142700680686,private_banking,AE,cross_border,core_bank,2026-02-27 00:20:53+00:00,bank_transfer,67179.71969360001,1
ALT000067,USR00033,4235.577357369972,private_banking,UNKNOWN,flow_through,core_bank,2026-02-18 03:06:40+00:00,bank_transfer,17365.38396303051,4
ALT000068,USR00066,3780.6385666998176,private_banking,DE,high_amount_outlier,core_bank,2026-02-09 23:18:28+00:00,bank_transfer,78705.95135596923,5
ALT000069,USR00041,14157.161402932688,corporate,GB,high_amount_outlier,core_bank,2026-02-13 19:58:04+00:00,bank_transfer,56804.7642860969,6
ALT000070,USR00037,4957.692427730865,corporate,US,cross_border,core_bank,2026-03-10 01:03:06+00:00,bank_transfer,3413.609373593344,6
ALT000071,USR00088,1676.2487295139306,corporate,US,high_amount_outlier,core_bank,2026-02-21 19:57:38+00:00,bank_transfer,767.5087184811098,2
ALT000072,USR00009,1932.776377957592,private_banking,DE,high_amount_outlier,core_bank,2026-02-23 18:08:51+00:00,bank_transfer,4747.746654939748,3
ALT000073,USR00073,2393.5854618401054,private_banking,UNKNOWN,sanctions,core_bank,2026-02-23 07:12:23+00:00,bank_transfer,52470.15779546936,2
ALT000074,USR00074,9869.068430716292,retail,AE,cross_border,core_bank,2026-03-04 18:27:30+00:00,bank_transfer,69307.58391499566,7
ALT000075,USR00037,6921.7626616696225,corporate,UNKNOWN,sanctions,core_bank,2026-02-11 05:39:28+00:00,bank_transfer,20839.397856018146,4
ALT000076,USR00026,11973.909507824437,retail,US,flow_through,core_bank,2026-02-11 18:27:17+00:00,bank_transfer,73434.10137567658,7
ALT000077,USR00000,3915.6920187626793,retail,US,high_amount_outlier,core_bank,2026-02-17 13:29:57+00:00,bank_transfer,5227.670047195719,7
ALT000078,USR00093,7034.203131085949,private_banking,IR,cross_border,core_bank,2026-02-23 21:16:59+00:00,bank_transfer,69262.98779854832,8
ALT000079,USR00094,11221.539656702567,retail,US,flow_through,core_bank,2026-03-01 10:05:54+00:00,bank_transfer,80183.18653783335,7
ALT000080,USR00024,4405.695700943031,private_banking,US,flow_through,core_bank,2026-02-24 00:11:53+00:00,bank_transfer,66778.53316288716,8
ALT000081,USR00003,9478.442017119845,corporate,DE,cross_border,core_bank,2026-02-22 12:31:48+00:00,bank_transfer,60408.199500560666,7
ALT000082,USR00012,3096.643490660829,retail,UNKNOWN,flow_through,core_bank,2026-03-09 10:07:27+00:00,bank_transfer,72450.09682622849,8
ALT000083,USR00006,4175.319467148176,corporate,RU,sanctions,core_bank,2026-02-14 02:49:22+00:00,bank_transfer,3757.026891002419,7
ALT000084,USR00083,4098.031871101112,corporate,US,sanctions,core_bank,2026-02-26 10:32:00+00:00,bank_transfer,17673.43973291067,4
ALT000085,USR00089,1815.5801807074713,private_banking,IR,sanctions,core_bank,2026-02-25 13:18:19+00:00,bank_transfer,11055.92878821587,3
ALT000086,USR00015,9769.030236397539,corporate,IR,high_amount_outlier,core_bank,2026-02-23 11:48:05+00:00,bank_transfer,43740.11825561614,9
ALT000087,USR00074,3754.076742495592,private_banking,IR,flow_through,core_bank,2026-03-05 12:21:33+00:00,bank_transfer,64460.697849113516,4
ALT000088,USR00017,6078.383808952993,private_banking,UNKNOWN,high_amount_outlier,core_bank,2026-02-17 07:06:41+00:00,bank_transfer,54544.019818027926,7
ALT000089,USR00036,9708.398929909186,private_banking,GB,flow_through,core_bank,2026-03-09 21:36:20+00:00,bank_transfer,73582.3876895026,3
ALT000090,USR00059,9381.839917627669,corporate,UNKNOWN,flow_through,core_bank,2026-02-19 05:37:07+00:00,bank_transfer,13663.838649177926,5
ALT000091,USR00071,11677.101997838572,retail,DE,cross_border,core_bank,2026-02-25 15:17:32+00:00,bank_transfer,63550.87601561741,6
ALT000092,USR00087,5439.892156553766,corporate,IR,structuring,core_bank,2026-02-24 21:46:23+00:00,bank_transfer,16920.872363812643,7
ALT000093,USR00004,3931.2066287515163,retail,RU,high_amount_outlier,core_bank,2026-03-06 18:43:45+00:00,bank_transfer,23612.3284884626,6
ALT000094,USR00019,5542.948115954671,corporate,IR,sanctions,core_bank,2026-02-22 10:54:19+00:00,bank_transfer,61422.79443592027,4
ALT000095,USR00028,1110.6109697107688,private_banking,RU,cross_border,core_bank,2026-02-17 19:46:17+00:00,bank_transfer,84695.6319797765,11
ALT000096,USR00031,1412.1766656985499,corporate,RU,cross_border,core_bank,2026-02-09 22:26:59+00:00,bank_transfer,52953.90447462569,6
ALT000097,USR00099,1599.2665352355555,retail,RU,sanctions,core_bank,2026-02-20 04:44:15+00:00,bank_transfer,4992.477120750551,9
ALT000098,USR00077,2214.4363319038566,corporate,IR,high_amount_outlier,core_bank,2026-03-06 01:49:09+00:00,bank_transfer,53364.20231076058,9
ALT000099,USR00032,8953.271065930716,private_banking,IR,cross_border,core_bank,2026-02-09 14:01:43+00:00,bank_transfer,3946.3824910523867,7
ALT000100,USR00097,2427.2663509569334,private_banking,US,cross_border,core_bank,2026-03-08 04:07:29+00:00,bank_transfer,76424.94574868296,10
