alert_id,user_id,amount,segment,country,channel,timestamp_utc,time_gap,num_transactions,typology,source_system,alert_risk_band
ALT6204,USR45038,129.59,private_banking,US,bank_transfer,2026-02-01T11:59:34Z,86400,1,smurfing,FICO,LOW
ALT66000,USR46955,612.97,private_banking,US,bank_transfer,2026-01-20T22:06:34Z,86400,1,smurfing,FICO,LOW
ALT94605,USR12992,651.55,retail,US,bank_transfer,2026-02-16T00:48:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT84870,USR43714,3894.5,private_banking,US,bank_transfer,2026-01-25T05:31:34Z,86400,1,smurfing,Oracle FCC,LOW
ALT39855,USR77394,558.64,retail,US,bank_transfer,2026-01-17T09:37:34Z,86400,1,high_risk_country,SAS,LOW
ALT11288,USR64385,823.05,private_banking,US,bank_transfer,2026-02-14T00:07:34Z,86400,1,bank_alert,SAS,LOW
ALT92465,USR83272,575.09,corporate,US,bank_transfer,2026-01-17T18:40:34Z,86400,1,structuring,FICO,LOW
ALT92210,USR11452,134.08,corporate,US,bank_transfer,2026-02-02T21:09:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT58318,USR33019,412.34,corporate,US,bank_transfer,2026-02-16T01:45:34Z,86400,1,sanctions,NICE,MEDIUM
ALT97909,USR43301,618.37,corporate,US,bank_transfer,2026-02-03T14:45:34Z,86400,1,structuring,NICE,LOW
ALT1457,USR83266,1225.05,smb,US,bank_transfer,2026-02-03T19:40:34Z,86400,1,rapid_velocity,SAS,MEDIUM
ALT62043,USR97561,27669.52717661961,private_banking,US,bank_transfer,2026-01-28T22:13:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT4815,USR63675,771.32,corporate,US,bank_transfer,2026-01-21T02:06:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT93632,USR18946,751.25,corporate,US,bank_transfer,2026-02-03T11:04:34Z,86400,1,cross_border,FICO,LOW
ALT68360,USR16068,82.99,smb,US,bank_transfer,2026-02-13T04:47:34Z,86400,1,flow_through,FICO,LOW
ALT91428,USR37045,2464.15,retail,US,bank_transfer,2026-01-20T00:19:34Z,86400,1,flow_through,Actimize,LOW
ALT56703,USR92251,386.12,corporate,US,bank_transfer,2026-02-12T16:36:34Z,86400,1,rapid_velocity,NICE,LOW
ALT9242,USR80489,3363.32,smb,US,bank_transfer,2026-01-29T17:34:34Z,86400,1,cross_border,Oracle FCC,LOW
ALT3626,USR64385,7900.33,corporate,US,bank_transfer,2026-02-02T08:47:34Z,86400,1,bank_alert,FICO,LOW
ALT34221,USR76113,827.27,smb,US,bank_transfer,2026-01-22T05:49:34Z,86400,1,bank_alert,FICO,LOW
ALT74601,USR23955,236.28,private_banking,US,bank_transfer,2026-02-04T22:25:34Z,86400,1,high_amount_outlier,FICO,LOW
ALT15952,USR46293,1069.51,corporate,US,bank_transfer,2026-01-22T18:01:34Z,86400,1,smurfing,Actimize,LOW
ALT85361,USR70515,1850.21,smb,US,bank_transfer,2026-01-25T11:25:34Z,86400,1,high_risk_country,NICE,LOW
ALT24708,USR27711,683.15,corporate,US,bank_transfer,2026-02-07T22:17:34Z,86400,1,low_buyer_diversity,NICE,LOW
ALT50144,USR37079,470.57,corporate,US,bank_transfer,2026-01-18T19:06:34Z,86400,1,structuring,Oracle FCC,LOW
ALT21104,USR65456,2553.7,corporate,US,bank_transfer,2026-01-30T16:42:34Z,86400,1,high_risk_country,Oracle FCC,LOW
ALT47109,USR43301,2313.15,corporate,US,bank_transfer,2026-02-04T02:49:34Z,86400,1,structuring,FICO,MEDIUM
ALT45764,USR24547,652.34,private_banking,US,bank_transfer,2026-01-21T05:47:34Z,86400,1,structuring,Oracle FCC,MEDIUM
ALT1541,USR66839,91.73,smb,US,bank_transfer,2026-01-26T02:57:34Z,86400,1,sanctions,FICO,LOW
ALT57212,USR85828,2174.53,smb,US,bank_transfer,2026-01-27T14:03:34Z,86400,1,dormant,NICE,LOW
ALT78877,USR9417,346.89,smb,US,bank_transfer,2026-02-06T04:32:34Z,86400,1,structuring,NICE,LOW
ALT93690,USR52647,1512.49,corporate,US,bank_transfer,2026-02-15T13:57:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT33740,USR19990,1375.72,private_banking,AE,bank_transfer,2026-02-11T08:49:34Z,86400,1,high_risk_country,NICE,HIGH
ALT88177,USR56449,28810.901416809917,corporate,US,bank_transfer,2026-01-22T23:21:34Z,86400,1,sanctions,Actimize,CRITICAL
ALT87996,USR97068,1238.46,retail,US,bank_transfer,2026-01-17T19:48:34Z,86400,1,high_risk_country,Actimize,LOW
ALT98848,USR79683,2372.74,private_banking,US,bank_transfer,2026-01-18T20:06:34Z,86400,1,sanctions,FICO,HIGH
ALT37932,USR45045,18264.566275848953,private_banking,US,bank_transfer,2026-02-04T03:38:34Z,86400,1,structuring,FICO,HIGH
ALT85237,USR13979,1307.73,smb,US,bank_transfer,2026-01-21T23:14:34Z,86400,1,cross_border,NICE,LOW
ALT56942,USR9213,56.5,retail,US,bank_transfer,2026-01-24T05:15:34Z,86400,1,rapid_velocity,FICO,HIGH
ALT6768,USR85858,7447.41,smb,US,bank_transfer,2026-02-11T16:51:34Z,86400,1,cross_border,FICO,LOW
ALT27763,USR37079,2031.51,private_banking,US,bank_transfer,2026-02-12T11:55:34Z,86400,1,burst_activity,Oracle FCC,MEDIUM
ALT67532,USR19463,27667.699291438534,corporate,CY,bank_transfer,2026-02-11T10:50:34Z,86400,1,cross_border,SAS,HIGH
ALT16898,USR18946,336.42,retail,US,bank_transfer,2026-01-24T21:22:34Z,86400,1,high_amount_outlier,FICO,LOW
ALT44038,USR78691,1551.28,retail,US,bank_transfer,2026-02-04T20:54:34Z,86400,1,bank_alert,FICO,LOW
ALT77715,USR73574,3040.19,private_banking,US,bank_transfer,2026-02-04T14:29:34Z,86400,1,burst_activity,FICO,LOW
ALT15826,USR71747,527.45,smb,US,bank_transfer,2026-01-22T20:06:34Z,86400,1,cross_border,Oracle FCC,LOW
ALT50161,USR85507,3783.06,corporate,US,bank_transfer,2026-02-02T21:16:34Z,86400,1,sanctions,Oracle FCC,MEDIUM
ALT22270,USR82275,13581.45496637872,smb,CY,bank_transfer,2026-02-02T00:55:34Z,86400,1,cross_border,FICO,CRITICAL
ALT54111,USR79567,229.59,retail,US,bank_transfer,2026-01-29T03:58:34Z,86400,1,bank_alert,FICO,LOW
ALT24830,USR27711,49.57,smb,US,bank_transfer,2026-02-08T19:55:34Z,86400,1,flow_through,FICO,LOW
ALT96575,USR54656,285.4,corporate,US,bank_transfer,2026-02-06T14:37:34Z,86400,1,cross_border,Actimize,MEDIUM
ALT8593,USR67791,17535.170573936153,smb,US,bank_transfer,2026-02-02T06:14:34Z,86400,1,structuring,FICO,HIGH
ALT96393,USR43887,24021.47,corporate,US,bank_transfer,2026-02-08T01:17:34Z,86400,1,high_amount_outlier,SAS,LOW
ALT79394,USR19463,24753.240393480894,smb,US,bank_transfer,2026-02-09T04:10:34Z,86400,1,structuring,Actimize,HIGH
ALT85707,USR28832,420.88,smb,CY,bank_transfer,2026-02-03T06:55:34Z,86400,1,cross_border,Actimize,HIGH
ALT85298,USR44568,786.46,smb,US,bank_transfer,2026-01-25T07:27:34Z,86400,1,rapid_velocity,FICO,LOW
ALT19573,USR82275,2230.56,smb,US,bank_transfer,2026-02-09T00:47:34Z,86400,1,low_buyer_diversity,Actimize,MEDIUM
ALT93177,USR37045,105.16,smb,US,bank_transfer,2026-02-07T19:24:34Z,86400,1,bank_alert,NICE,LOW
ALT59832,USR24547,464.63,corporate,US,bank_transfer,2026-02-15T18:47:34Z,86400,1,sanctions,FICO,LOW
ALT96252,USR50560,9436.49,smb,US,bank_transfer,2026-01-21T18:34:34Z,86400,1,burst_activity,SAS,MEDIUM
ALT87935,USR13975,228.48,corporate,US,bank_transfer,2026-01-29T20:36:34Z,86400,1,burst_activity,NICE,LOW
ALT58380,USR56449,356.55,smb,US,bank_transfer,2026-02-14T00:10:34Z,86400,1,smurfing,FICO,LOW
ALT38071,USR12992,1118.55,smb,US,bank_transfer,2026-02-01T17:13:34Z,86400,1,structuring,NICE,LOW
ALT12611,USR78072,1676.92,private_banking,US,bank_transfer,2026-02-14T13:25:34Z,86400,1,flow_through,NICE,LOW
ALT11009,USR27675,429.45,private_banking,US,bank_transfer,2026-01-17T15:42:34Z,86400,1,rapid_velocity,Actimize,LOW
ALT39580,USR32582,1230.83,smb,US,bank_transfer,2026-01-18T08:03:34Z,86400,1,dormant,SAS,LOW
ALT81284,USR9417,2729.6,smb,US,bank_transfer,2026-02-10T03:52:34Z,86400,1,structuring,FICO,LOW
ALT51028,USR45891,20788.97,corporate,US,bank_transfer,2026-01-28T00:48:34Z,86400,1,burst_activity,Oracle FCC,LOW
ALT48694,USR36663,907.45,retail,US,bank_transfer,2026-02-01T21:17:34Z,86400,1,dormant,Actimize,LOW
ALT25200,USR78035,1030.76,smb,US,bank_transfer,2026-01-30T02:54:34Z,86400,1,high_risk_country,Actimize,MEDIUM
ALT56874,USR66980,10841.95,corporate,US,bank_transfer,2026-01-29T12:27:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT64168,USR83973,481.18,corporate,US,bank_transfer,2026-02-14T11:09:34Z,86400,1,structuring,Oracle FCC,LOW
ALT98231,USR16068,150.43,retail,US,bank_transfer,2026-01-20T02:27:34Z,86400,1,dormant,Actimize,LOW
ALT73211,USR78155,1596.19,retail,US,bank_transfer,2026-02-09T10:43:34Z,86400,1,structuring,FICO,LOW
ALT61113,USR36663,5509.68,smb,US,bank_transfer,2026-02-12T23:17:34Z,86400,1,structuring,NICE,LOW
ALT91096,USR8594,1884.79,retail,US,bank_transfer,2026-02-06T00:04:34Z,86400,1,high_risk_country,Actimize,LOW
ALT43072,USR92251,948.12,corporate,US,bank_transfer,2026-01-29T03:08:34Z,86400,1,low_buyer_diversity,SAS,LOW
ALT93559,USR65456,124.89,private_banking,US,bank_transfer,2026-01-22T01:56:34Z,86400,1,dormant,SAS,LOW
ALT37628,USR22723,1004.7,smb,US,bank_transfer,2026-02-06T18:11:34Z,86400,1,low_buyer_diversity,NICE,LOW
ALT13650,USR47109,32777.68696820323,smb,US,bank_transfer,2026-01-31T08:16:34Z,86400,1,high_amount_outlier,SAS,HIGH
ALT42343,USR43714,172.23,retail,US,bank_transfer,2026-01-21T18:16:34Z,86400,1,cross_border,FICO,LOW
ALT13747,USR38747,759.67,retail,US,bank_transfer,2026-01-28T01:40:34Z,86400,1,flow_through,SAS,MEDIUM
ALT12721,USR56873,613.25,corporate,US,bank_transfer,2026-02-15T03:02:34Z,86400,1,structuring,NICE,MEDIUM
ALT88238,USR8594,385.08,smb,US,bank_transfer,2026-01-25T05:48:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT79679,USR47156,1590.63,corporate,US,bank_transfer,2026-01-22T15:12:34Z,86400,1,structuring,SAS,MEDIUM
ALT22899,USR74475,2132.3,corporate,US,bank_transfer,2026-02-06T17:45:34Z,86400,1,burst_activity,SAS,LOW
ALT83933,USR89311,12871.042601113968,private_banking,CY,bank_transfer,2026-01-23T06:24:34Z,86400,1,cross_border,Oracle FCC,HIGH
ALT7821,USR55564,253.35,retail,US,bank_transfer,2026-02-13T21:04:34Z,86400,1,dormant,Oracle FCC,LOW
ALT29155,USR43887,92.85,corporate,US,bank_transfer,2026-02-12T01:12:34Z,86400,1,dormant,FICO,HIGH
ALT70903,USR7634,1625.52,private_banking,US,bank_transfer,2026-02-15T18:52:34Z,86400,1,high_amount_outlier,Actimize,LOW
ALT31075,USR19463,513.43,smb,US,bank_transfer,2026-02-13T15:47:34Z,86400,1,burst_activity,NICE,LOW
ALT73319,USR77394,17282.83,retail,US,bank_transfer,2026-01-24T14:14:34Z,86400,1,bank_alert,FICO,MEDIUM
ALT87558,USR90552,18522.93,smb,US,bank_transfer,2026-01-23T15:28:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT7540,USR78605,21721.0,private_banking,US,bank_transfer,2026-01-27T13:26:34Z,86400,1,flow_through,SAS,LOW
ALT3373,USR92675,267.69,private_banking,US,bank_transfer,2026-01-31T08:59:34Z,86400,1,bank_alert,Oracle FCC,LOW
ALT94059,USR71747,2576.16,smb,US,bank_transfer,2026-02-12T16:19:34Z,86400,1,low_buyer_diversity,Oracle FCC,LOW
ALT52524,USR13975,4049.82,retail,US,bank_transfer,2026-02-08T06:50:34Z,86400,1,high_amount_outlier,SAS,MEDIUM
ALT51140,USR38747,3420.46,smb,US,bank_transfer,2026-02-05T14:43:34Z,86400,1,structuring,NICE,LOW
ALT46903,USR9722,644.45,retail,US,bank_transfer,2026-02-12T15:09:34Z,86400,1,dormant,SAS,CRITICAL
ALT43927,USR4380,7470.73,corporate,US,bank_transfer,2026-02-05T15:46:34Z,86400,1,low_buyer_diversity,SAS,LOW
ALT69321,USR50034,1097.41,private_banking,US,bank_transfer,2026-01-28T15:39:34Z,86400,1,high_risk_country,SAS,LOW
ALT58394,USR75989,1328.97,retail,US,bank_transfer,2026-01-29T16:05:34Z,86400,1,sanctions,NICE,LOW
ALT17175,USR83973,109.21,corporate,US,bank_transfer,2026-02-01T18:59:34Z,86400,1,cross_border,SAS,MEDIUM
ALT63036,USR66839,2884.62,private_banking,US,bank_transfer,2026-01-19T22:38:34Z,86400,1,burst_activity,NICE,MEDIUM
ALT67164,USR44340,742.02,corporate,US,bank_transfer,2026-02-08T12:46:34Z,86400,1,dormant,FICO,HIGH
ALT12246,USR69736,21384.853641103407,private_banking,US,bank_transfer,2026-02-05T20:43:34Z,86400,1,high_amount_outlier,NICE,CRITICAL
ALT38296,USR78035,1560.36,retail,US,bank_transfer,2026-02-08T05:09:34Z,86400,1,structuring,Oracle FCC,MEDIUM
ALT79259,USR18254,1438.57,corporate,US,bank_transfer,2026-02-02T07:10:34Z,86400,1,flow_through,Actimize,MEDIUM
ALT62252,USR37045,1023.96,retail,US,bank_transfer,2026-02-09T18:27:34Z,86400,1,high_amount_outlier,Oracle FCC,LOW
ALT14500,USR35452,3568.5,private_banking,US,bank_transfer,2026-02-14T18:33:34Z,86400,1,cross_border,Actimize,LOW
ALT4969,USR41084,813.76,smb,US,bank_transfer,2026-02-03T09:05:34Z,86400,1,sanctions,FICO,HIGH
ALT58539,USR63675,123.62,retail,US,bank_transfer,2026-01-30T14:41:34Z,86400,1,cross_border,SAS,LOW
ALT46710,USR6381,2574.56,corporate,US,bank_transfer,2026-01-20T10:03:34Z,86400,1,smurfing,NICE,MEDIUM
ALT96143,USR74475,325.87,corporate,US,bank_transfer,2026-02-09T15:22:34Z,86400,1,high_risk_country,NICE,MEDIUM
ALT52702,USR36663,150.45,smb,US,bank_transfer,2026-02-13T09:35:34Z,86400,1,dormant,Oracle FCC,LOW
ALT93216,USR55564,236.66,smb,US,bank_transfer,2026-02-07T06:21:34Z,86400,1,bank_alert,FICO,MEDIUM
ALT22218,USR69736,1677.4,retail,US,bank_transfer,2026-02-12T05:56:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT45285,USR80475,948.82,private_banking,US,bank_transfer,2026-02-12T02:47:34Z,86400,1,bank_alert,SAS,LOW
ALT14822,USR77394,44.74,retail,US,bank_transfer,2026-02-10T05:21:34Z,86400,1,high_amount_outlier,SAS,LOW
ALT57848,USR80475,616.78,private_banking,US,bank_transfer,2026-02-01T08:48:34Z,86400,1,structuring,SAS,MEDIUM
ALT19658,USR9722,6335.01,corporate,US,bank_transfer,2026-01-20T06:38:34Z,86400,1,sanctions,FICO,LOW
ALT49733,USR13979,557.27,corporate,US,bank_transfer,2026-01-17T09:04:34Z,86400,1,sanctions,NICE,MEDIUM
ALT35069,USR45038,855.58,corporate,US,bank_transfer,2026-01-23T09:53:34Z,86400,1,burst_activity,Oracle FCC,MEDIUM
ALT19387,USR6381,5242.15,private_banking,US,bank_transfer,2026-01-30T05:04:34Z,86400,1,flow_through,SAS,LOW
ALT10584,USR85507,3616.4,retail,US,bank_transfer,2026-02-08T14:07:34Z,86400,1,high_amount_outlier,SAS,MEDIUM
ALT51692,USR43301,5077.77,private_banking,US,bank_transfer,2026-01-30T22:54:34Z,86400,1,cross_border,Oracle FCC,HIGH
ALT94783,USR85858,17.14,retail,US,bank_transfer,2026-01-17T23:23:34Z,86400,1,flow_through,FICO,MEDIUM
ALT20675,USR83225,20010.188862356044,private_banking,US,bank_transfer,2026-01-23T14:10:34Z,86400,1,sanctions,SAS,HIGH
ALT41094,USR40241,2848.65,smb,US,bank_transfer,2026-02-15T15:46:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT23235,USR54542,44011.87,private_banking,US,bank_transfer,2026-02-15T22:06:34Z,86400,1,bank_alert,FICO,LOW
ALT81087,USR66484,339.17,retail,US,bank_transfer,2026-01-28T14:16:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT42074,USR75989,77.85,smb,US,bank_transfer,2026-02-10T10:19:34Z,86400,1,low_buyer_diversity,Oracle FCC,MEDIUM
ALT97466,USR37079,1108.57,corporate,US,bank_transfer,2026-02-07T20:38:34Z,86400,1,high_amount_outlier,Oracle FCC,HIGH
ALT25271,USR16068,725.56,private_banking,US,bank_transfer,2026-02-14T05:14:34Z,86400,1,structuring,FICO,LOW
ALT8992,USR96750,29142.22909581467,retail,US,bank_transfer,2026-02-12T21:47:34Z,86400,1,flow_through,NICE,HIGH
ALT58668,USR32582,5499.39,retail,US,bank_transfer,2026-02-05T03:25:34Z,86400,1,bank_alert,Oracle FCC,LOW
ALT65514,USR6381,13613.514224793233,corporate,AE,bank_transfer,2026-01-29T02:52:34Z,86400,1,high_risk_country,SAS,HIGH
ALT99082,USR23955,764.28,retail,US,bank_transfer,2026-02-05T01:55:34Z,86400,1,rapid_velocity,Actimize,LOW
ALT87268,USR84168,29506.761524243622,private_banking,US,bank_transfer,2026-01-26T20:30:34Z,86400,1,rapid_velocity,SAS,HIGH
ALT88531,USR75989,746.58,retail,US,bank_transfer,2026-01-27T17:21:34Z,86400,1,rapid_velocity,NICE,HIGH
ALT63788,USR68647,658.54,private_banking,US,bank_transfer,2026-02-04T13:01:34Z,86400,1,cross_border,FICO,MEDIUM
ALT36621,USR76783,5196.3,corporate,US,bank_transfer,2026-02-03T10:08:34Z,86400,1,high_amount_outlier,Actimize,LOW
ALT43473,USR40241,7256.6,private_banking,US,bank_transfer,2026-02-03T17:02:34Z,86400,1,dormant,FICO,MEDIUM
ALT14240,USR13979,5574.45,retail,US,bank_transfer,2026-01-28T19:41:34Z,86400,1,high_risk_country,Actimize,MEDIUM
ALT43676,USR96750,852.06,smb,US,bank_transfer,2026-01-29T13:18:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT37079,USR46955,44.27,smb,US,bank_transfer,2026-01-17T14:04:34Z,86400,1,cross_border,FICO,LOW
ALT4553,USR68304,878.04,retail,US,bank_transfer,2026-02-04T08:00:34Z,86400,1,rapid_velocity,NICE,LOW
ALT21242,USR76113,351.79,retail,US,bank_transfer,2026-02-03T13:17:34Z,86400,1,high_amount_outlier,FICO,LOW
ALT53924,USR85828,902.72,smb,US,bank_transfer,2026-02-14T08:12:34Z,86400,1,cross_border,FICO,MEDIUM
ALT37564,USR71747,400.76,corporate,US,bank_transfer,2026-02-01T09:48:34Z,86400,1,burst_activity,NICE,LOW
ALT99359,USR82762,1063.04,corporate,US,bank_transfer,2026-01-31T07:26:34Z,86400,1,structuring,NICE,LOW
ALT48373,USR89311,230.69,retail,US,bank_transfer,2026-01-19T07:27:34Z,86400,1,cross_border,Oracle FCC,LOW
ALT95911,USR80489,160.6,retail,US,bank_transfer,2026-01-23T04:23:34Z,86400,1,structuring,SAS,LOW
ALT66409,USR19463,6863.94,corporate,US,bank_transfer,2026-01-27T10:07:34Z,86400,1,flow_through,FICO,MEDIUM
ALT4999,USR65456,256.09,smb,US,bank_transfer,2026-01-28T14:19:34Z,86400,1,bank_alert,SAS,LOW
ALT21140,USR85858,1097.18,private_banking,US,bank_transfer,2026-01-28T03:52:34Z,86400,1,rapid_velocity,FICO,LOW
ALT70873,USR27711,4590.63,smb,US,bank_transfer,2026-01-29T02:29:34Z,86400,1,high_risk_country,Actimize,MEDIUM
ALT54966,USR50034,4321.93,smb,US,bank_transfer,2026-02-09T08:21:34Z,86400,1,flow_through,FICO,LOW
ALT30874,USR78691,3612.92,retail,US,bank_transfer,2026-01-21T05:07:34Z,86400,1,structuring,Actimize,MEDIUM
ALT52685,USR47109,1727.27,smb,US,bank_transfer,2026-01-27T05:57:34Z,86400,1,sanctions,FICO,LOW
ALT90395,USR8925,3248.68,corporate,US,bank_transfer,2026-01-22T04:00:34Z,86400,1,cross_border,Oracle FCC,HIGH
ALT39481,USR70515,8600.99,smb,US,bank_transfer,2026-01-26T12:20:34Z,86400,1,cross_border,Oracle FCC,LOW
ALT5466,USR43301,2074.62,corporate,US,bank_transfer,2026-02-06T19:37:34Z,86400,1,structuring,FICO,LOW
ALT31784,USR68647,69.7,retail,US,bank_transfer,2026-01-18T16:24:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT93650,USR63165,496.31,corporate,US,bank_transfer,2026-01-27T11:09:34Z,86400,1,smurfing,SAS,LOW
ALT76415,USR43960,3116.78,smb,US,bank_transfer,2026-01-17T23:47:34Z,86400,1,sanctions,Actimize,LOW
ALT83909,USR28832,428.1,private_banking,US,bank_transfer,2026-02-14T22:15:34Z,86400,1,bank_alert,NICE,LOW
